,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0005092252591129359,0.011597748304520428,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,9.711129589197825e-05,0.0018567200056020519,0.000355690332250573,0.0,0.0,0.0
8,0.0,0.0,0.0,0.00015018746102435308,0.003230780895480073,0.0026042508411811115,0.00017596050452734597,6.744075111904549e-06,0.0,0.0
9,0.0,0.0,0.00027999427349023696,0.004595625099841041,0.004705856519196182,0.001288762081395794,0.00011028411766240222,1.4429445065115234e-05,0.0,0.0
