2.92E+08,992302.6354,,,
2.72E+08,1491711.696,,,
2.51E+08,2258559.951,,,
2.30E+08,3444168.013,,,
2.08E+08,5252148.962,,,
1.88E+08,7783336.896,,,
1.82E+08,8852652.854,,,
1.76E+08,9855146.97,,,
1.73E+08,10738282.92,,,
1.66E+08,13499762.88,,,
1.55E+08,19165451.98,,,
1.46E+08,25695919.72,,,
1.40E+08,31845165.39,,,
1.30E+08,43002587.45,,,
1.18E+08,65109043.58,,,
1.08E+08,86672323.37,,,
1.05E+08,100000000,,,
