Hs_sim,T_sim,dir_sim,n_sim,dyn_y,zz_stress,bend_moment,tension,curvature
0.5,2.5,45,74.0,"{""0"":{""0"":0.0,""1"":0.002107529,""2"":0.0061227246,""3"":0.0109069804,""4"":0.0158382244,""5"":0.0205233246,""6"":0.0246773083,""7"":0.0280750673,""8"":0.0305349827,""9"":0.0319166966,""10"":0.0321248993,""11"":0.031115368,""12"":0.0289016441,""13"":0.0255623534,""14"":0.0212509427,""15"":0.0162126087,""16"":0.0108190561,""17"":0.005645419,""18"":0.0016396398,""19"":0.0004635989,""20"":0.0003621212,""21"":0.0004267627,""22"":0.000450912,""23"":0.0004395696,""24"":0.0004171019,""25"":0.0003941599,""26"":0.0003770744,""27"":0.0003903081,""28"":0.0003880086,""29"":0.0003417791,""30"":0.0002583259,""31"":0.0001727669,""32"":0.0001537216,""33"":0.0001574083,""34"":0.0001655992,""35"":0.0001672775,""36"":0.0001514944,""37"":0.0001334351,""38"":0.0001156706,""39"":0.0000981493,""40"":0.0000827601,""41"":0.0000662425,""42"":0.000048599,""43"":0.0000303675,""44"":0.0000130606,""45"":0.0}}","{""0"":{""0"":2247.5737173922,""1"":1476.1738965065,""2"":-354.6908971583,""3"":-199.8531916185,""4"":-469.5038665239,""5"":-616.1551429565,""6"":-705.9757660208,""7"":-769.0472789468,""8"":-818.9687119396,""9"":-861.6680705819,""10"":-899.163960431,""11"":-931.1697480575,""12"":-957.6281101992,""13"":-977.1865011981,""14"":-986.4432232149,""15"":-978.9002996674,""16"":-942.081259225,""17"":-851.8282374862,""18"":-658.6236895371,""19"":-369.1090957341,""20"":-155.9319995563,""21"":-104.5514698406,""22"":-109.4022038891,""23"":-107.4771621677,""24"":-103.2703124462,""25"":-132.9862986577,""26"":-261.5632401962,""27"":-440.862773745,""28"":-476.91350487,""29"":-231.3033925199,""30"":-607.877134055,""31"":-1957.8471455875,""32"":-1998.3870301683,""33"":-709.4087305766,""34"":-144.4287908436,""35"":-183.5739507423,""36"":-127.3438248748,""37"":-123.0112971404,""38"":-129.6603031617,""39"":-138.0028582969,""40"":-373.8391307794,""41"":-713.7888183724,""42"":-873.2921140194,""43"":-871.9392444424,""44"":-704.4168836733,""45"":-1062.7178546223,""46"":-1657.1290154291}}","{""0"":{""0"":0.2932168922,""1"":0.1927875683,""2"":0.0455092804,""3"":0.0240612748,""4"":0.0582023304,""5"":0.0762799903,""6"":0.0869252212,""7"":0.0940656743,""8"":0.0994882581,""9"":0.1039861411,""10"":0.1078971206,""11"":0.1114185485,""12"":0.1144013605,""13"":0.116533826,""14"":0.1173432268,""15"":0.1159577499,""16"":0.110729936,""17"":0.0984882165,""18"":0.0733778091,""19"":0.0357028167,""20"":0.0075314819,""21"":0.0006415521,""22"":0.0012450737,""23"":0.0009907258,""24"":0.000438666,""25"":0.0043201506,""26"":0.0211236341,""27"":0.0445714601,""28"":0.0493479172,""29"":0.0173512115,""30"":0.0666809224,""31"":0.2430018823,""32"":0.2471455995,""33"":0.0784987231,""34"":0.0042355067,""35"":0.0089258235,""36"":0.001156463,""37"":0.0001543771,""38"":0.000601114,""39"":0.001268985,""40"":0.0316673517,""41"":0.075674057,""42"":0.0961992145,""43"":0.0957766175,""44"":0.0737068059,""45"":0.1205500961,""46"":0.1843841375}}","{""0"":{""0"":0.0347145149,""1"":0.0078036997,""2"":-0.0748820397,""3"":-0.1653071867,""4"":-0.2551110619,""5"":-0.3417931233,""6"":-0.424334033,""7"":-0.5021417343,""8"":-0.5747748667,""9"":-0.6418405162,""10"":-0.7029823879,""11"":-0.7578623978,""12"":-0.8061665564,""13"":-0.8476166451,""14"":-0.8819798449,""15"":-0.9090942873,""16"":-0.9289149551,""17"":-0.9416105251,""18"":-0.9477986007,""19"":-0.9493828636,""20"":-0.9494947108,""21"":-0.9494778701,""22"":-0.9494735842,""23"":-0.9495215818,""24"":-0.9496129409,""25"":-0.9497235125,""26"":-0.9497549005,""27"":-0.9490518242,""28"":-0.9449095765,""29"":-0.937035672,""30"":-0.9288753262,""31"":-0.933374778,""32"":-1.0176888898,""33"":-1.0348627781,""34"":-1.0651226342,""35"":-1.0964314971,""36"":-1.127132428,""37"":-1.1578097737,""38"":-1.1884927773,""39"":-1.2191953129,""40"":-1.2499193171,""41"":-1.2797941844,""42"":-1.3045348958,""43"":-1.3225641889,""44"":-1.3338675552,""45"":-1.3328342211,""46"":-2.3403772955}}","{""0"":{""0"":0.1172867572,""1"":0.0771150273,""2"":0.0182037122,""3"":0.0096245099,""4"":0.0232809321,""5"":0.0305119961,""6"":0.0347700885,""7"":0.0376262697,""8"":0.0397953032,""9"":0.0415944564,""10"":0.0431588482,""11"":0.0445674194,""12"":0.0457605442,""13"":0.0466135304,""14"":0.0469372907,""15"":0.0463831,""16"":0.0442919744,""17"":0.0393952866,""18"":0.0293511237,""19"":0.0142811267,""20"":0.0030125928,""21"":0.0002566208,""22"":0.0004980295,""23"":0.0003962903,""24"":0.0001754664,""25"":0.0017280602,""26"":0.0084494537,""27"":0.017828584,""28"":0.0197391669,""29"":0.0069404846,""30"":0.0266723689,""31"":0.0972007529,""32"":0.0988582398,""33"":0.0313994892,""34"":0.0016942027,""35"":0.0035703294,""36"":0.0004625852,""37"":0.0000617509,""38"":0.0002404456,""39"":0.000507594,""40"":0.0126669407,""41"":0.0302696228,""42"":0.0384796858,""43"":0.038310647,""44"":0.0294827224,""45"":0.0482200384,""46"":0.0737535777}}"
0.5,3.5,45,1648.0,"{""0"":{""0"":0.0,""1"":0.0038042441,""2"":0.0109463772,""3"":0.0193387903,""4"":0.0278676692,""5"":0.0358606093,""6"":0.0428509228,""7"":0.0484641045,""8"":0.0523847267,""9"":0.0544017106,""10"":0.054476127,""11"":0.0528618135,""12"":0.0497241132,""13"":0.0449772999,""14"":0.0387530141,""15"":0.0311102569,""16"":0.022476336,""17"":0.0136030698,""18"":0.0058834613,""19"":0.0020699983,""20"":0.0012104848,""21"":0.0012315135,""22"":0.0013034103,""23"":0.001306223,""24"":0.0012703071,""25"":0.0012369652,""26"":0.0012668209,""27"":0.0015145133,""28"":0.0016623721,""29"":0.0014887304,""30"":0.0010583116,""31"":0.0006358532,""32"":0.0005654409,""33"":0.0005871814,""34"":0.000567072,""35"":0.000530568,""36"":0.0004786909,""37"":0.0004237603,""38"":0.0003688998,""39"":0.000313903,""40"":0.0002680436,""41"":0.0002352887,""42"":0.0001878905,""43"":0.0001290905,""44"":0.0000485553,""45"":0.0}}","{""0"":{""0"":2258.1348201656,""1"":1482.3053397586,""2"":-354.3929650811,""3"":-198.4334957328,""4"":-467.1988638841,""5"":-614.0672915877,""6"":-704.4893498952,""7"":-768.2462482221,""8"":-818.5993173826,""9"":-861.397351331,""10"":-898.5556379745,""11"":-929.9871814039,""12"":-956.1051215042,""13"":-975.3718290003,""14"":-984.4262815626,""15"":-976.8081907833,""16"":-940.2216404965,""17"":-850.470327981,""18"":-657.4190744916,""19"":-367.3423068429,""20"":-155.5201405298,""21"":-103.9751052404,""22"":-108.8600325448,""23"":-106.9460107664,""24"":-102.7198496813,""25"":-132.5446565787,""26"":-261.1337006833,""27"":-440.1443762097,""28"":-476.0743030072,""29"":-230.7995453571,""30"":-607.0487354436,""31"":-1957.3581231181,""32"":-1997.9245413518,""33"":-708.5294276942,""34"":-143.8845474669,""35"":-182.9178272924,""36"":-126.7167363186,""37"":-122.6740363242,""38"":-129.3384495325,""39"":-137.7429519383,""40"":-373.7587179655,""41"":-713.6722789878,""42"":-872.6495483116,""43"":-871.2601033448,""44"":-704.1747019385,""45"":-1062.536805752,""46"":-1656.6441335135}}","{""0"":{""0"":0.2945590821,""1"":0.1935482856,""2"":0.0456731732,""3"":0.0243531056,""4"":0.0585353563,""5"":0.0765762004,""6"":0.0871543005,""7"":0.0942219342,""8"":0.0995973558,""9"":0.1040604705,""10"":0.1079596921,""11"":0.1115493672,""12"":0.1145670833,""13"":0.1167140808,""14"":0.1175181117,""15"":0.1161100892,""16"":0.1108470853,""17"":0.0985764987,""18"":0.0737056238,""19"":0.0363546298,""20"":0.008782233,""21"":0.0013190546,""22"":0.0012648392,""23"":0.0009993416,""24"":0.0004454522,""25"":0.0043342596,""26"":0.0211480632,""27"":0.0446018772,""28"":0.0493912361,""29"":0.01739139,""30"":0.0667369748,""31"":0.2430212958,""32"":0.2471616189,""33"":0.0785601434,""34"":0.0042741328,""35"":0.0089587224,""36"":0.0012103287,""37"":0.0001618228,""38"":0.0006011575,""39"":0.001272862,""40"":0.0317069906,""41"":0.0756892562,""42"":0.0962546484,""43"":0.0958371168,""44"":0.0737082983,""45"":0.1206019571,""46"":0.1844461188}}","{""0"":{""0"":0.0380864688,""1"":0.0113581269,""2"":-0.0711967593,""3"":-0.1616120106,""4"":-0.2514014521,""5"":-0.3379427168,""6"":-0.4203130859,""7"":-0.4979335057,""8"":-0.5703653425,""9"":-0.63721781,""10"":-0.6981461501,""11"":-0.7528123504,""12"":-0.8009061922,""13"":-0.8421621746,""14"":-0.8763474461,""15"":-0.9033121306,""16"":-0.9230122584,""17"":-0.9356133918,""18"":-0.941728862,""19"":-0.9433423645,""20"":-0.9438350669,""21"":-0.9439545781,""22"":-0.9440813551,""23"":-0.9442889276,""24"":-0.9445573656,""25"":-0.9448638687,""26"":-0.9451356862,""27"":-0.944759369,""28"":-0.9405959954,""29"":-0.9327137479,""30"":-0.9245987215,""31"":-0.9291609101,""32"":-1.0136674774,""33"":-1.0308628934,""34"":-1.0611210286,""35"":-1.0924253164,""36"":-1.1234350764,""37"":-1.1544293433,""38"":-1.185427084,""39"":-1.2164432832,""40"":-1.2474749696,""41"":-1.2776029501,""42"":-1.3023369137,""43"":-1.3203655371,""44"":-1.3316743932,""45"":-1.3306605654,""46"":-2.3403772627}}","{""0"":{""0"":0.1178236315,""1"":0.0774193143,""2"":0.0182692693,""3"":0.0097412423,""4"":0.0234141425,""5"":0.0306304802,""6"":0.0348617202,""7"":0.0376887737,""8"":0.0398389423,""9"":0.0416241882,""10"":0.0431838768,""11"":0.0446197469,""12"":0.0458268333,""13"":0.0466856323,""14"":0.0470072447,""15"":0.0464440357,""16"":0.0443388341,""17"":0.0394305995,""18"":0.0294822495,""19"":0.0145418519,""20"":0.0035128932,""21"":0.0005276218,""22"":0.0005059357,""23"":0.0003997366,""24"":0.0001781809,""25"":0.0017337038,""26"":0.0084592253,""27"":0.0178407509,""28"":0.0197564944,""29"":0.006956556,""30"":0.0266947899,""31"":0.0972085183,""32"":0.0988646475,""33"":0.0314240574,""34"":0.0017096531,""35"":0.0035834889,""36"":0.0004841315,""37"":0.0000647291,""38"":0.000240463,""39"":0.0005091448,""40"":0.0126827962,""41"":0.0302757025,""42"":0.0385018594,""43"":0.0383348467,""44"":0.0294833193,""45"":0.0482407829,""46"":0.073778413}}"
1.5,3.5,45,45.0,"{""0"":{""0"":0.0,""1"":0.0075377733,""2"":0.0214547869,""3"":0.037542291,""4"":0.0537259616,""5"":0.0693700761,""6"":0.0840946957,""7"":0.0977022275,""8"":0.1091993153,""9"":0.1175732762,""10"":0.1222693846,""11"":0.1225850731,""12"":0.1182244197,""13"":0.1092578471,""14"":0.0960494578,""15"":0.0792155564,""16"":0.0599134937,""17"":0.0393094271,""18"":0.0199336279,""19"":0.0066959071,""20"":0.0030967731,""21"":0.0028756741,""22"":0.003107931,""23"":0.0031657058,""24"":0.0031000848,""25"":0.0030360529,""26"":0.0031938411,""27"":0.0039879708,""28"":0.0046489239,""29"":0.0043478878,""30"":0.0030292247,""31"":0.0017971824,""32"":0.0018686828,""33"":0.0019621113,""34"":0.0017530302,""35"":0.0013547774,""36"":0.0011868119,""37"":0.0010531682,""38"":0.0009187387,""39"":0.0007827915,""40"":0.000651235,""41"":0.0005997421,""42"":0.000595697,""43"":0.0004500876,""44"":0.0001449894,""45"":0.0}}","{""0"":{""0"":2290.2405569051,""1"":1501.6464308843,""2"":-353.5696496722,""3"":-194.6459967726,""4"":-460.6999709864,""5"":-607.1472047476,""6"":-698.535009812,""7"":-764.0697226842,""8"":-816.0731223215,""9"":-860.2795667018,""10"":-895.9601087057,""11"":-926.0081965655,""12"":-950.7335475521,""13"":-968.7372420837,""14"":-976.4810548022,""15"":-968.2967605704,""16"":-932.670456402,""17"":-846.2309451824,""18"":-654.3808724102,""19"":-363.0835293247,""20"":-154.8520343599,""21"":-101.2981082107,""22"":-106.9343580141,""23"":-105.1027638619,""24"":-100.81323058,""25"":-131.1093736892,""26"":-259.8944650034,""27"":-437.7805697042,""28"":-473.20592616,""29"":-228.9942405302,""30"":-604.4666249765,""31"":-1955.6461218384,""32"":-1996.2557526084,""33"":-705.2793761113,""34"":-142.0396692575,""35"":-180.7398014845,""36"":-124.6885926364,""37"":-121.6703862702,""38"":-128.3207128046,""39"":-136.8952437444,""40"":-373.3048098761,""41"":-713.0954890877,""42"":-870.6238840995,""43"":-869.0772827273,""44"":-703.385634248,""45"":-1061.7948488231,""46"":-1655.5387941849}}","{""0"":{""0"":0.2986435306,""1"":0.1959560746,""2"":0.0465870586,""3"":0.0253968848,""4"":0.0595542051,""5"":0.0775497398,""6"":0.0879960358,""7"":0.094872169,""8"":0.1001163707,""9"":0.1044615321,""10"":0.1082284308,""11"":0.1120080447,""12"":0.1151822427,""13"":0.1174419931,""14"":0.1182656287,""15"":0.1168737345,""16"":0.1114631814,""17"":0.0988419096,""18"":0.0746522164,""19"":0.0411480365,""20"":0.018087157,""21"":0.0049782094,""22"":0.0013930814,""23"":0.0010772524,""24"":0.0004898415,""25"":0.0044083977,""26"":0.0212665142,""27"":0.0446513709,""28"":0.0494665928,""29"":0.0176089721,""30"":0.0668587122,""31"":0.2431062264,""32"":0.2472032604,""33"":0.0787182525,""34"":0.0044829246,""35"":0.0090290276,""36"":0.0014875792,""37"":0.0002239849,""38"":0.0006029185,""39"":0.0012851827,""40"":0.031844966,""41"":0.0757426242,""42"":0.0963825035,""43"":0.0959834497,""44"":0.0737121726,""45"":0.1207828597,""46"":0.1846579448}}","{""0"":{""0"":0.0479809591,""1"":0.0219393873,""2"":-0.0601927829,""3"":-0.1503948962,""4"":-0.2399712933,""5"":-0.3263802083,""6"":-0.4085904581,""7"":-0.4859906036,""8"":-0.5581537807,""9"":-0.6245634027,""10"":-0.6849335519,""11"":-0.7390489515,""12"":-0.7866019745,""13"":-0.8273666059,""14"":-0.8611211745,""15"":-0.8877391838,""16"":-0.9071871381,""17"":-0.9196120962,""18"":-0.9256183547,""19"":-0.927798186,""20"":-0.9254488575,""21"":-0.92431508,""22"":-0.9247434208,""23"":-0.9258235871,""24"":-0.9270210405,""25"":-0.9282456097,""26"":-0.9297115273,""27"":-0.9313914981,""28"":-0.9272682716,""29"":-0.9194502542,""30"":-0.9113564185,""31"":-0.9159350162,""32"":-1.0007559068,""33"":-1.017974037,""34"":-1.0482249675,""35"":-1.0795098622,""36"":-1.1120371987,""37"":-1.1439936334,""38"":-1.175841911,""39"":-1.2076963319,""40"":-1.2395444154,""41"":-1.2703610936,""42"":-1.2950831159,""43"":-1.3131127479,""44"":-1.3244356274,""45"":-1.3234747337,""46"":-2.3403768765}}","{""0"":{""0"":0.1194574159,""1"":0.0783824299,""2"":0.0186348235,""3"":0.0101587539,""4"":0.023821682,""5"":0.0310198959,""6"":0.0351984143,""7"":0.0379488676,""8"":0.0400465483,""9"":0.0417846128,""10"":0.0432913723,""11"":0.0448032179,""12"":0.0460728971,""13"":0.0469767972,""14"":0.0473062515,""15"":0.0467494938,""16"":0.0445852726,""17"":0.0395367639,""18"":0.0298608866,""19"":0.0164592146,""20"":0.0072348628,""21"":0.0019912838,""22"":0.0005572326,""23"":0.000430901,""24"":0.0001959366,""25"":0.0017633591,""26"":0.0085066057,""27"":0.0178605484,""28"":0.0197866371,""29"":0.0070435888,""30"":0.0267434849,""31"":0.0972424905,""32"":0.0988813042,""33"":0.031487301,""34"":0.0017931698,""35"":0.003611611,""36"":0.0005950317,""37"":0.000089594,""38"":0.0002411674,""39"":0.0005140731,""40"":0.0127379864,""41"":0.0302970497,""42"":0.0385530014,""43"":0.0383933799,""44"":0.029484869,""45"":0.0483131439,""46"":0.0738632671}}"
0.5,4.5,45,1566.0,"{""0"":{""0"":0.0,""1"":0.0037916643,""2"":0.0108045395,""3"":0.0189104527,""4"":0.026999969,""5"":0.0344977751,""6"":0.0408650488,""7"":0.0457150154,""8"":0.0488451906,""9"":0.0502347387,""10"":0.0500563867,""11"":0.0488286391,""12"":0.0457541123,""13"":0.041801732,""14"":0.036437273,""15"":0.0297074523,""16"":0.0217740573,""17"":0.0133883264,""18"":0.0059811063,""19"":0.0022305013,""20"":0.0015144874,""21"":0.0015602331,""22"":0.0016186706,""23"":0.001608849,""24"":0.0015603044,""25"":0.0015332293,""26"":0.0016720893,""27"":0.0021688249,""28"":0.0024453851,""29"":0.0022505687,""30"":0.0016226204,""31"":0.00086491,""32"":0.0006704834,""33"":0.0007024595,""34"":0.0006408775,""35"":0.0006298021,""36"":0.000568941,""37"":0.0005012166,""38"":0.0004345722,""39"":0.0003687299,""40"":0.0003120889,""41"":0.0002714254,""42"":0.0002346625,""43"":0.0001637528,""44"":0.0000618198,""45"":0.0}}","{""0"":{""0"":2272.7264754099,""1"":1491.520186558,""2"":-354.1082542984,""3"":-196.3099207402,""4"":-464.4837321668,""5"":-611.2960016701,""6"":-702.0100685207,""7"":-766.3229631303,""8"":-817.6056241668,""9"":-861.1646920058,""10"":-897.8347245336,""11"":-928.3421994608,""12"":-953.4653642745,""13"":-971.9155608046,""14"":-980.4206120916,""15"":-972.7112690283,""16"":-936.7094561926,""17"":-848.9135809937,""18"":-655.7083742332,""19"":-364.8342821939,""20"":-155.0574232557,""21"":-102.9949105904,""22"":-108.2034056518,""23"":-106.2843217439,""24"":-101.9887106472,""25"":-132.0101882803,""26"":-260.6396502374,""27"":-439.1013367618,""28"":-474.6276420109,""29"":-229.9016018351,""30"":-605.8288116339,""31"":-1956.5293667339,""32"":-1997.0644721945,""33"":-707.0288969155,""34"":-142.9855034547,""35"":-181.8370229895,""36"":-125.6920839975,""37"":-122.1293758228,""38"":-128.817016275,""39"":-137.3227015913,""40"":-373.7204604753,""41"":-713.4715734274,""42"":-871.5899326252,""43"":-870.1318899896,""44"":-703.7816396735,""45"":-1062.3061210175,""46"":-1655.9622907234}}","{""0"":{""0"":0.2964093508,""1"":0.1946922361,""2"":0.0457294781,""3"":0.024584239,""4"":0.0589808563,""5"":0.0770586633,""6"":0.087599399,""7"":0.0945858364,""8"":0.0998302799,""9"":0.1041597317,""10"":0.1080361104,""11"":0.1116399157,""12"":0.1147730255,""13"":0.1170276133,""14"":0.1179164982,""15"":0.1165381074,""16"":0.1111964128,""17"":0.0986688694,""18"":0.0739398555,""19"":0.0368072957,""20"":0.0096188542,""21"":0.0017024611,""22"":0.0012660936,""23"":0.0010059931,""24"":0.0004486936,""25"":0.0043537375,""26"":0.0211743564,""27"":0.0446382169,""28"":0.0494614961,""29"":0.0174358682,""30"":0.0667924882,""31"":0.2430233757,""32"":0.2471948653,""33"":0.0786492189,""34"":0.0042881437,""35"":0.0090026945,""36"":0.001233502,""37"":0.0001628793,""38"":0.0006014109,""39"":0.0012788582,""40"":0.0317743459,""41"":0.0757148862,""42"":0.0963321337,""43"":0.0959214585,""44"":0.0737106822,""45"":0.1206899144,""46"":0.1845503693}}","{""0"":{""0"":0.0413982221,""1"":0.0150428524,""2"":-0.0672506769,""3"":-0.1574966846,""4"":-0.2471047161,""5"":-0.3335247148,""6"":-0.4157274709,""7"":-0.4931424699,""8"":-0.565325101,""9"":-0.6318907384,""10"":-0.6925228112,""11"":-0.7468846551,""12"":-0.7946962946,""13"":-0.8356864817,""14"":-0.8696449091,""15"":-0.896437105,""16"":-0.9160104916,""17"":-0.928537527,""18"":-0.9345980461,""19"":-0.936429881,""20"":-0.9368706439,""21"":-0.937069713,""22"":-0.9373114409,""23"":-0.9376472853,""24"":-0.9380604256,""25"":-0.938514147,""26"":-0.9389315117,""27"":-0.9386869746,""28"":-0.9343686055,""29"":-0.9263618726,""30"":-0.918127924,""31"":-0.9225818396,""32"":-1.0072985783,""33"":-1.0244818966,""34"":-1.054737231,""35"":-1.0860331042,""36"":-1.1174789487,""37"":-1.1489846852,""38"":-1.1804928108,""39"":-1.2120137886,""40"":-1.2435400078,""41"":-1.2740654795,""42"":-1.2987886734,""43"":-1.3168160626,""44"":-1.3281340392,""45"":-1.327151501,""46"":-2.3403772725}}","{""0"":{""0"":0.118563744,""1"":0.0778768945,""2"":0.0182917912,""3"":0.0098336956,""4"":0.0235923425,""5"":0.0308234653,""6"":0.0350397596,""7"":0.0378343346,""8"":0.039932112,""9"":0.0416638927,""10"":0.0432144442,""11"":0.0446559663,""12"":0.0459092102,""13"":0.0468110453,""14"":0.0471665993,""15"":0.046615243,""16"":0.0444785651,""17"":0.0394675478,""18"":0.0295759422,""19"":0.0147229183,""20"":0.0038475417,""21"":0.0006809845,""22"":0.0005064374,""23"":0.0004023972,""24"":0.0001794775,""25"":0.001741495,""26"":0.0084697426,""27"":0.0178552868,""28"":0.0197845985,""29"":0.0069743473,""30"":0.0267169953,""31"":0.0972093503,""32"":0.0988779461,""33"":0.0314596875,""34"":0.0017152575,""35"":0.0036010778,""36"":0.0004934008,""37"":0.0000651517,""38"":0.0002405643,""39"":0.0005115433,""40"":0.0127097384,""41"":0.0302859545,""42"":0.0385328535,""43"":0.0383685834,""44"":0.0294842729,""45"":0.0482759658,""46"":0.0738201893}}"
1.5,4.5,45,806.0,"{""0"":{""0"":0.0,""1"":0.0109162619,""2"":0.0310993753,""3"":0.0546099618,""4"":0.0786096677,""5"":0.1016796827,""6"":0.1227114052,""7"":0.1409967244,""8"":0.155904144,""9"":0.1667391211,""10"":0.1727076173,""11"":0.1732585728,""12"":0.1679420769,""13"":0.1567544639,""14"":0.1404513568,""15"":0.1195367649,""16"":0.0945105329,""17"":0.0666326955,""18"":0.0386990979,""19"":0.0167240519,""20"":0.0070045353,""21"":0.0051388834,""22"":0.0052672746,""23"":0.0054008318,""24"":0.0053029428,""25"":0.0052052327,""26"":0.0056189955,""27"":0.0071730553,""28"":0.0080277752,""29"":0.0074110334,""30"":0.005362635,""31"":0.0029711246,""32"":0.0025514406,""33"":0.0025551387,""34"":0.0024306674,""35"":0.0021512408,""36"":0.0019319849,""37"":0.0017131042,""38"":0.001493531,""39"":0.0012719372,""40"":0.0011061074,""41"":0.0011393762,""42"":0.0010855084,""43"":0.000756343,""44"":0.0002704289,""45"":0.0}}","{""0"":{""0"":2343.8234046821,""1"":1536.3931987355,""2"":-349.5656066288,""3"":-187.4322183853,""4"":-449.5758211658,""5"":-595.4444995972,""6"":-687.9067428613,""7"":-755.2557329419,""8"":-810.1633687944,""9"":-856.1125559993,""10"":-892.7281024848,""11"":-919.5130550374,""12"":-939.5358552665,""13"":-953.8822001159,""14"":-959.8454394666,""15"":-951.5375402013,""16"":-918.4254158143,""17"":-838.915353723,""18"":-648.7164102096,""19"":-353.2271845421,""20"":-153.2329557704,""21"":-98.4154569564,""22"":-104.965324772,""23"":-103.088491508,""24"":-97.7766638031,""25"":-128.8933682354,""26"":-257.839569898,""27"":-432.7088126146,""28"":-466.3143327671,""29"":-225.2655749537,""30"":-598.0569568619,""31"":-1949.4060652805,""32"":-1992.9391465716,""33"":-703.1221846665,""34"":-138.7668687655,""35"":-177.5146350892,""36"":-121.568374984,""37"":-119.2572876468,""38"":-126.1869897266,""39"":-135.1543577415,""40"":-373.1594404286,""41"":-712.4677169925,""42"":-866.3821531679,""43"":-864.621513065,""44"":-701.7567591644,""45"":-1061.1452070957,""46"":-1653.3650510562}}","{""0"":{""0"":0.3054330494,""1"":0.2002671215,""2"":0.0481392394,""3"":0.0265421087,""4"":0.0613191245,""5"":0.0796449924,""6"":0.0901281647,""7"":0.0967681123,""8"":0.1014487219,""9"":0.1051353766,""10"":0.1085597528,""11"":0.1124095939,""12"":0.1160735464,""13"":0.1187797898,""14"":0.1199221825,""15"":0.1185020354,""16"":0.112705216,""17"":0.0993686292,""18"":0.0755274097,""19"":0.0437749179,""20"":0.0300915,""21"":0.0166939131,""22"":0.0043921256,""23"":0.0013204941,""24"":0.0005543963,""25"":0.0045017637,""26"":0.0214495569,""27"":0.0447666061,""28"":0.049798967,""29"":0.0179062635,""30"":0.067090908,""31"":0.2431310815,""32"":0.2473625168,""33"":0.0790481438,""34"":0.0044802481,""35"":0.0091823425,""36"":0.001554004,""37"":0.0002198674,""38"":0.0006041728,""39"":0.0013084655,""40"":0.0320949951,""41"":0.0758361942,""42"":0.0966304645,""43"":0.0962492825,""44"":0.0737196625,""45"":0.1211079964,""46"":0.1850465413}}","{""0"":{""0"":0.0607859441,""1"":0.0359512351,""2"":-0.0452725163,""3"":-0.1347701506,""4"":-0.2233151554,""5"":-0.3086626393,""6"":-0.3897641134,""7"":-0.4660145272,""8"":-0.5369595812,""9"":-0.6022152458,""10"":-0.661444395,""11"":-0.7143508922,""12"":-0.7606822148,""13"":-0.8002322207,""14"":-0.832843911,""15"":-0.85841971,""16"":-0.8769547067,""17"":-0.8886172124,""18"":-0.8939568877,""19"":-0.894429188,""20"":-0.896597183,""21"":-0.896534106,""22"":-0.8974632529,""23"":-0.8988407858,""24"":-0.9003444508,""25"":-0.9019686877,""26"":-0.9037943603,""27"":-0.905473819,""28"":-0.900876032,""29"":-0.8926905236,""30"":-0.8843281824,""31"":-0.8886536707,""32"":-0.9743462218,""33"":-0.9915341486,""34"":-1.0217727488,""35"":-1.0530645506,""36"":-1.0872003152,""37"":-1.1212372008,""38"":-1.1552552213,""39"":-1.1892843036,""40"":-1.2232761464,""41"":-1.2558541081,""42"":-1.2805244845,""43"":-1.2985469117,""44"":-1.3099096293,""45"":-1.309086521,""46"":-2.3403764335}}","{""0"":{""0"":0.1221732199,""1"":0.0801068486,""2"":0.0192556957,""3"":0.0106168435,""4"":0.0245276498,""5"":0.031857997,""6"":0.0360512659,""7"":0.0387072449,""8"":0.0405794888,""9"":0.0420541507,""10"":0.0434239011,""11"":0.0449638376,""12"":0.0464294186,""13"":0.0475119159,""14"":0.047968873,""15"":0.0474008142,""16"":0.0450820864,""17"":0.0397474517,""18"":0.0302109639,""19"":0.0175099671,""20"":0.0120366,""21"":0.0066775652,""22"":0.0017568503,""23"":0.0005281976,""24"":0.0002217585,""25"":0.0018007055,""26"":0.0085798227,""27"":0.0179066424,""28"":0.0199195868,""29"":0.0071625054,""30"":0.0268363632,""31"":0.0972524326,""32"":0.0989450067,""33"":0.0316192575,""34"":0.0017920993,""35"":0.003672937,""36"":0.0006216016,""37"":0.000087947,""38"":0.0002416691,""39"":0.0005233862,""40"":0.012837998,""41"":0.0303344777,""42"":0.0386521858,""43"":0.038499713,""44"":0.029487865,""45"":0.0484431986,""46"":0.0740190448}}"
