,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,6.803114964869034e-06,8.578918107902981e-06,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,3.150584358394712e-06,4.672733475782246e-06,4.672721953419625e-06,0.0,0.0,0.0,0.0
9,0.0,0.0,3.806875028421875e-06,2.9249571661930217e-06,3.1886963861074168e-06,2.909798234744087e-06,2.375846708245093e-06,0.0,0.0,0.0
