,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,7.343359321131099e-06,1.2988071883470262e-05,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,2.9941070131678156e-06,4.872143722083227e-06,6.627359701784865e-06,0.0,0.0,0.0
8,0.0,0.0,0.0,2.4491400174784163e-06,2.493303531618911e-06,3.408215960390945e-06,3.993212327095494e-06,3.929815589417798e-06,0.0,0.0
9,0.0,0.0,2.772410163523671e-06,2.2900570518046047e-06,2.0916501944131744e-06,2.298413030448512e-06,2.481938744558358e-06,2.3158122401851418e-06,0.0,0.0
