,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,6.803112920507061e-06,8.578922461227187e-06,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,3.150584628465089e-06,4.672732959452946e-06,4.672721320604036e-06,0.0,0.0,0.0,0.0
9,0.0,0.0,3.806875088815219e-06,2.924957086459482e-06,3.1886964416127383e-06,2.9097980963889744e-06,2.375846737794116e-06,0.0,0.0,0.0
