,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,1.3897891078067986e-05,4.5522037334008554e-05,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0003531165683053658,0.0012498174588022161,7.823016451765257e-05,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0005857720658050449,0.004911527765155824,0.0007157496829854216,7.406265748403758e-06,1.0452208745587165e-05,0.0,0.0,0.0
