,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,2.743001624976564e-06,3.05090805185381e-06,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,2.6788365173690416e-06,2.4704103576078824e-06,2.4993874277095044e-06,0.0,0.0,0.0
8,0.0,0.0,0.0,2.4861138021021823e-06,2.6780194206046496e-06,2.0621655552648206e-06,2.057207633971227e-06,0.0,0.0,0.0
9,0.0,0.0,3.6105778329118727e-06,2.6020080729409294e-06,2.585122822850022e-06,1.9449969712802368e-06,1.874643284204583e-06,0.0,0.0,0.0
