4.35E+08,1006598.088,,,
4.16E+08,1557115.268,,,
3.92E+08,2568852.853,,,
3.70E+08,4148009.657,,,
3.48E+08,6650193.949,,,
3.32E+08,9645953.657,,,
3.22E+08,12478442.48,,,
3.08E+08,19165451.98,,,
2.91E+08,30074310.84,,,
2.76E+08,46190681.34,,,
2.62E+08,68942835.36,,,
2.50E+08,99287373.43,,,
