,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,2.7212459859476138e-05,0.00012010485351064173,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.00045368414760883855,0.0017522750534183422,0.00011681804883549062,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0006243275046611874,0.0052941724708093696,0.0008099288820712839,8.72939470423226e-06,1.1879233541225464e-05,0.0,0.0,0.0
