,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,2.451790551589848e-06,2.564031435493719e-06,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,1.9409435662020743e-06,2.4218341535746152e-06,2.5192980112782692e-06,0.0,0.0,0.0
8,0.0,0.0,0.0,2.2286265170802167e-06,1.9356295773109286e-06,2.2900701546812748e-06,2.4309690145736295e-06,2.1376508568627466e-06,0.0,0.0
9,0.0,0.0,2.7690534448215626e-06,2.2235769276196343e-06,1.9303166614052686e-06,1.99348065048737e-06,2.0565951441309755e-06,1.8747704008005758e-06,0.0,0.0
