,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,7.79668925102849e-06,1.4438117123694122e-05,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,5.526070679145847e-06,5.916664567324762e-06,6.960703201655028e-06,0.0,0.0,0.0
8,0.0,0.0,0.0,4.8316442823245965e-06,4.749252788819537e-06,4.834829639039303e-06,5.0190377029342e-06,0.0,0.0,0.0
9,0.0,0.0,4.019916682257239e-06,4.508258216707469e-06,4.170677719644447e-06,3.7236648588124594e-06,3.882993559139006e-06,0.0,0.0,0.0
