Hs_sim,T_sim,dir_sim,n_sim,dyn_y
1.5,3.5,270,578.0,"{""0"":{""0"":0.0,""1"":0.235258624,""2"":0.5707581639,""3"":0.9128357768,""4"":1.2368705273,""5"":1.5359851122,""6"":1.8077185154,""7"":2.0512077808,""8"":2.2661116123,""9"":2.4520692825,""10"":2.6091909409,""11"":2.737310648,""12"":2.8368594646,""13"":2.9078564644,""14"":2.9506616592,""15"":2.9657218456,""16"":2.9535531998,""17"":2.9147286415,""18"":2.8498699665,""19"":2.7596478462,""20"":2.6447882652,""21"":2.5061278343,""22"":2.3446729183,""23"":2.1610665321,""24"":1.9562671185,""25"":1.7313206196,""26"":1.4869945049,""27"":1.2245482206,""28"":0.9456704259,""29"":0.65410465,""30"":0.3610447645,""31"":0.1031233817,""32"":0.0153121464,""33"":0.0039899824,""34"":0.0046936916,""35"":0.0061591263,""36"":0.010474571,""37"":0.0115673766,""38"":0.0106937056,""39"":0.0092978347,""40"":0.0077236178,""41"":0.0066193026,""42"":0.0050874082,""43"":0.0032993993,""44"":0.0014661229,""45"":0.0}}"
0.5,4.5,270,38.0,"{""0"":{""0"":0.0,""1"":0.1994961351,""2"":0.5012329817,""3"":0.8160155416,""4"":1.1164983511,""5"":1.3938117027,""6"":1.6449207067,""7"":1.8686922789,""8"":2.0646557808,""9"":2.2326903343,""10"":2.3727891445,""11"":2.4851055145,""12"":2.5699121952,""13"":2.627679348,""14"":2.6588392258,""15"":2.6640305519,""16"":2.6439890862,""17"":2.5995397568,""18"":2.5315873623,""19"":2.4411065578,""20"":2.3291287422,""21"":2.1967287064,""22"":2.0450799465,""23"":1.8753095865,""24"":1.6884196997,""25"":1.4856055975,""26"":1.2676540613,""27"":1.0357607603,""28"":0.7915383577,""29"":0.5390067101,""30"":0.2895313203,""31"":0.0775874034,""32"":0.0111030238,""33"":0.0039304234,""34"":0.0046087662,""35"":0.0060070343,""36"":0.0084932912,""37"":0.009971723,""38"":0.009326661,""39"":0.0081146546,""40"":0.0067185597,""41"":0.0053122249,""42"":0.003870649,""43"":0.0024268599,""44"":0.0010720793,""45"":0.0}}"
1.5,4.5,270,487.0,"{""0"":{""0"":0.0,""1"":0.235258624,""2"":0.5707581639,""3"":0.9128357768,""4"":1.2368705273,""5"":1.5359851122,""6"":1.8077185154,""7"":2.0512077808,""8"":2.2661116123,""9"":2.4520692825,""10"":2.6091909409,""11"":2.737310648,""12"":2.8368594646,""13"":2.9078564644,""14"":2.9506616592,""15"":2.9657218456,""16"":2.9535531998,""17"":2.9147286415,""18"":2.8498699665,""19"":2.7596478462,""20"":2.6447882652,""21"":2.5061278343,""22"":2.3446729183,""23"":2.1610665321,""24"":1.9562671185,""25"":1.7313206196,""26"":1.4869945049,""27"":1.2245482206,""28"":0.9456704259,""29"":0.65410465,""30"":0.3610447645,""31"":0.1031233817,""32"":0.0153121464,""33"":0.0039899824,""34"":0.0046936916,""35"":0.0061591263,""36"":0.010474571,""37"":0.0115673766,""38"":0.0106937056,""39"":0.0092978347,""40"":0.0077236178,""41"":0.0066193026,""42"":0.0050874082,""43"":0.0032993993,""44"":0.0014661229,""45"":0.0}}"
2.5,4.5,270,64.0,"{""0"":{""0"":0.0,""1"":0.2659678459,""2"":0.6234850287,""3"":0.980419457,""4"":1.3164770603,""5"":1.6263027191,""6"":1.9083067179,""7"":2.1618328094,""8"":2.3864820004,""9"":2.5820338726,""10"":2.7482435703,""11"":2.8851058483,""12"":2.9928102493,""13"":3.0713610649,""14"":3.1210045815,""15"":3.1420552731,""16"":3.1348874569,""17"":3.0999326706,""18"":3.0376763344,""19"":2.9486567974,""20"":2.8334684372,""21"":2.6929938793,""22"":2.5276856422,""23"":2.3382389545,""24"":2.1258132458,""25"":1.8908071518,""26"":1.6344999075,""27"":1.3577378988,""28"":1.0619550943,""29"":0.7501586676,""30"":0.431568861,""31"":0.141549468,""32"":0.0335139185,""33"":0.0081669567,""34"":0.0047276397,""35"":0.0092972247,""36"":0.0131792827,""37"":0.0141509632,""38"":0.0131106209,""39"":0.0114395758,""40"":0.0095328251,""41"":0.0075893416,""42"":0.005905597,""43"":0.0040588533,""44"":0.0015247561,""45"":0.0}}"
0.5,5.5,270,4.0,"{""0"":{""0"":0.0,""1"":0.1994961351,""2"":0.5012329817,""3"":0.8160155416,""4"":1.1164983511,""5"":1.3938117027,""6"":1.6449207067,""7"":1.8686922789,""8"":2.0646557808,""9"":2.2326903343,""10"":2.3727891445,""11"":2.4851055145,""12"":2.5699121952,""13"":2.627679348,""14"":2.6588392258,""15"":2.6640305519,""16"":2.6439890862,""17"":2.5995397568,""18"":2.5315873623,""19"":2.4411065578,""20"":2.3291287422,""21"":2.1967287064,""22"":2.0450799465,""23"":1.8753095865,""24"":1.6884196997,""25"":1.4856055975,""26"":1.2676540613,""27"":1.0357607603,""28"":0.7915383577,""29"":0.5390067101,""30"":0.2895313203,""31"":0.0775874034,""32"":0.0111030238,""33"":0.0039304234,""34"":0.0046087662,""35"":0.0060070343,""36"":0.0084932912,""37"":0.009971723,""38"":0.009326661,""39"":0.0081146546,""40"":0.0067185597,""41"":0.0053122249,""42"":0.003870649,""43"":0.0024268599,""44"":0.0010720793,""45"":0.0}}"
1.5,5.5,270,2.0,"{""0"":{""0"":0.0,""1"":0.235258624,""2"":0.5707581639,""3"":0.9128357768,""4"":1.2368705273,""5"":1.5359851122,""6"":1.8077185154,""7"":2.0512077808,""8"":2.2661116123,""9"":2.4520692825,""10"":2.6091909409,""11"":2.737310648,""12"":2.8368594646,""13"":2.9078564644,""14"":2.9506616592,""15"":2.9657218456,""16"":2.9535531998,""17"":2.9147286415,""18"":2.8498699665,""19"":2.7596478462,""20"":2.6447882652,""21"":2.5061278343,""22"":2.3446729183,""23"":2.1610665321,""24"":1.9562671185,""25"":1.7313206196,""26"":1.4869945049,""27"":1.2245482206,""28"":0.9456704259,""29"":0.65410465,""30"":0.3610447645,""31"":0.1031233817,""32"":0.0153121464,""33"":0.0039899824,""34"":0.0046936916,""35"":0.0061591263,""36"":0.010474571,""37"":0.0115673766,""38"":0.0106937056,""39"":0.0092978347,""40"":0.0077236178,""41"":0.0066193026,""42"":0.0050874082,""43"":0.0032993993,""44"":0.0014661229,""45"":0.0}}"
2.5,5.5,270,10.0,"{""0"":{""0"":0.0,""1"":0.2659678459,""2"":0.6234850287,""3"":0.980419457,""4"":1.3164770603,""5"":1.6263027191,""6"":1.9083067179,""7"":2.1618328094,""8"":2.3864820004,""9"":2.5820338726,""10"":2.7482435703,""11"":2.8851058483,""12"":2.9928102493,""13"":3.0713610649,""14"":3.1210045815,""15"":3.1420552731,""16"":3.1348874569,""17"":3.0999326706,""18"":3.0376763344,""19"":2.9486567974,""20"":2.8334684372,""21"":2.6929938793,""22"":2.5276856422,""23"":2.3382389545,""24"":2.1258132458,""25"":1.8908071518,""26"":1.6344999075,""27"":1.3577378988,""28"":1.0619550943,""29"":0.7501586676,""30"":0.431568861,""31"":0.141549468,""32"":0.0335139185,""33"":0.0081669567,""34"":0.0047276397,""35"":0.0092972247,""36"":0.0131792827,""37"":0.0141509632,""38"":0.0131106209,""39"":0.0114395758,""40"":0.0095328251,""41"":0.0075893416,""42"":0.005905597,""43"":0.0040588533,""44"":0.0015247561,""45"":0.0}}"
3.5,5.5,270,1.0,"{""0"":{""0"":0.0,""1"":0.2906808555,""2"":0.6613820195,""3"":1.0255174637,""4"":1.3666914701,""5"":1.6811548471,""6"":1.9677345753,""7"":2.2258644104,""8"":2.4550857544,""9"":2.6552448273,""10"":2.8261098862,""11"":2.9676215649,""12"":3.0797166824,""13"":3.1625084877,""14"":3.2161724567,""15"":3.2409417629,""16"":3.2371089458,""17"":3.2050244808,""18"":3.1450946331,""19"":3.0577735901,""20"":2.9435536861,""21"":2.8032288551,""22"":2.6371889114,""23"":2.4461288452,""24"":2.2309682369,""25"":1.9921888113,""26"":1.7309055328,""27"":1.4478694201,""28"":1.1442816257,""29"":0.8225667477,""30"":0.4897577763,""31"":0.1777950376,""32"":0.0525384732,""33"":0.0244521555,""34"":0.0168565642,""35"":0.0132180816,""36"":0.0137340762,""37"":0.0130014876,""38"":0.011832973,""39"":0.0103743905,""40"":0.0087058926,""41"":0.0069074403,""42"":0.0050189565,""43"":0.0037698229,""44"":0.0014980008,""45"":0.0}}"
0.5,6.5,270,3.0,"{""0"":{""0"":0.0,""1"":0.1994961351,""2"":0.5012329817,""3"":0.8160155416,""4"":1.1164983511,""5"":1.3938117027,""6"":1.6449207067,""7"":1.8686922789,""8"":2.0646557808,""9"":2.2326903343,""10"":2.3727891445,""11"":2.4851055145,""12"":2.5699121952,""13"":2.627679348,""14"":2.6588392258,""15"":2.6640305519,""16"":2.6439890862,""17"":2.5995397568,""18"":2.5315873623,""19"":2.4411065578,""20"":2.3291287422,""21"":2.1967287064,""22"":2.0450799465,""23"":1.8753095865,""24"":1.6884196997,""25"":1.4856055975,""26"":1.2676540613,""27"":1.0357607603,""28"":0.7915383577,""29"":0.5390067101,""30"":0.2895313203,""31"":0.0775874034,""32"":0.0111030238,""33"":0.0039304234,""34"":0.0046087662,""35"":0.0060070343,""36"":0.0084932912,""37"":0.009971723,""38"":0.009326661,""39"":0.0081146546,""40"":0.0067185597,""41"":0.0053122249,""42"":0.003870649,""43"":0.0024268599,""44"":0.0010720793,""45"":0.0}}"
0.5,0.5,0,3.0,"{""0"":{""0"":0.0,""1"":0.1838606894,""2"":0.4676504731,""3"":0.7657179236,""4"":1.0502474308,""5"":1.3118247986,""6"":1.5471420288,""7"":1.7550340891,""8"":1.9352059364,""9"":2.0879912376,""10"":2.2163262367,""11"":2.3191139698,""12"":2.3975419998,""13"":2.4502635002,""14"":2.4775564671,""15"":2.4800829887,""16"":2.4586043358,""17"":2.4140033722,""18"":2.3473033905,""19"":2.2595620155,""20"":2.1520040035,""21"":2.0258450508,""22"":1.8823883533,""23"":1.7228827477,""24"":1.5483763218,""25"":1.3598384857,""26"":1.1580367088,""27"":0.9438738823,""28"":0.7188438773,""29"":0.4868019223,""30"":0.2588141263,""31"":0.0671820119,""32"":0.0076306681,""33"":0.0039014868,""34"":0.0045762165,""35"":0.0059934817,""36"":0.0075487918,""37"":0.0081813736,""38"":0.0072465157,""39"":0.0061720554,""40"":0.0050698421,""41"":0.0039653722,""42"":0.0028718039,""43"":0.0018078393,""44"":0.0008177549,""45"":0.0}}"
0.5,2.5,0,84.0,"{""0"":{""0"":0.0,""1"":0.1838606894,""2"":0.4676504731,""3"":0.7657179236,""4"":1.0502474308,""5"":1.3118247986,""6"":1.5471420288,""7"":1.7550340891,""8"":1.9352059364,""9"":2.0879912376,""10"":2.2163262367,""11"":2.3191139698,""12"":2.3975419998,""13"":2.4502635002,""14"":2.4775564671,""15"":2.4800829887,""16"":2.4586043358,""17"":2.4140033722,""18"":2.3473033905,""19"":2.2595620155,""20"":2.1520040035,""21"":2.0258450508,""22"":1.8823883533,""23"":1.7228827477,""24"":1.5483763218,""25"":1.3598384857,""26"":1.1580367088,""27"":0.9438738823,""28"":0.7188438773,""29"":0.4868019223,""30"":0.2588141263,""31"":0.0671820119,""32"":0.0076306681,""33"":0.0039014868,""34"":0.0045762165,""35"":0.0059934817,""36"":0.0075487918,""37"":0.0081813736,""38"":0.0072465157,""39"":0.0061720554,""40"":0.0050698421,""41"":0.0039653722,""42"":0.0028718039,""43"":0.0018078393,""44"":0.0008177549,""45"":0.0}}"
0.5,3.5,0,1591.0,"{""0"":{""0"":0.0,""1"":0.1838606894,""2"":0.4676504731,""3"":0.7657179236,""4"":1.0502474308,""5"":1.3118247986,""6"":1.5471420288,""7"":1.7550340891,""8"":1.9352059364,""9"":2.0879912376,""10"":2.2163262367,""11"":2.3191139698,""12"":2.3975419998,""13"":2.4502635002,""14"":2.4775564671,""15"":2.4800829887,""16"":2.4586043358,""17"":2.4140033722,""18"":2.3473033905,""19"":2.2595620155,""20"":2.1520040035,""21"":2.0258450508,""22"":1.8823883533,""23"":1.7228827477,""24"":1.5483763218,""25"":1.3598384857,""26"":1.1580367088,""27"":0.9438738823,""28"":0.7188438773,""29"":0.4868019223,""30"":0.2588141263,""31"":0.0671820119,""32"":0.0076306681,""33"":0.0039014868,""34"":0.0045762165,""35"":0.0059934817,""36"":0.0075487918,""37"":0.0081813736,""38"":0.0072465157,""39"":0.0061720554,""40"":0.0050698421,""41"":0.0039653722,""42"":0.0028718039,""43"":0.0018078393,""44"":0.0008177549,""45"":0.0}}"
1.5,3.5,0,165.0,"{""0"":{""0"":0.0,""1"":0.1910461187,""2"":0.482383877,""3"":0.7857723832,""4"":1.0731543303,""5"":1.3352739811,""6"":1.5691392422,""7"":1.7739236355,""8"":1.9498852491,""9"":2.0982534885,""10"":2.2266488075,""11"":2.3328418732,""12"":2.4202563763,""13"":2.4820883274,""14"":2.5185549259,""15"":2.5300450325,""16"":2.5171170235,""17"":2.4803478718,""18"":2.4204919338,""19"":2.3385131359,""20"":2.2352545261,""21"":2.1118540764,""22"":1.9692929983,""23"":1.8087528944,""24"":1.6310758591,""25"":1.4372519255,""26"":1.2279223204,""27"":1.0039077997,""28"":0.7669497132,""29"":0.5210829973,""30"":0.2782903314,""31"":0.0732391477,""32"":0.0091763847,""33"":0.0038945402,""34"":0.0045680404,""35"":0.0059727854,""36"":0.007991679,""37"":0.0088656712,""38"":0.0079425164,""39"":0.0068023093,""40"":0.0056015542,""41"":0.0043903585,""42"":0.0031846778,""43"":0.0020048723,""44"":0.0009036963,""45"":0.0}}"
0.5,4.5,0,1423.0,"{""0"":{""0"":0.0,""1"":0.1838606894,""2"":0.4676504731,""3"":0.7657179236,""4"":1.0502474308,""5"":1.3118247986,""6"":1.5471420288,""7"":1.7550340891,""8"":1.9352059364,""9"":2.0879912376,""10"":2.2163262367,""11"":2.3191139698,""12"":2.3975419998,""13"":2.4502635002,""14"":2.4775564671,""15"":2.4800829887,""16"":2.4586043358,""17"":2.4140033722,""18"":2.3473033905,""19"":2.2595620155,""20"":2.1520040035,""21"":2.0258450508,""22"":1.8823883533,""23"":1.7228827477,""24"":1.5483763218,""25"":1.3598384857,""26"":1.1580367088,""27"":0.9438738823,""28"":0.7188438773,""29"":0.4868019223,""30"":0.2588141263,""31"":0.0671820119,""32"":0.0076306681,""33"":0.0039014868,""34"":0.0045762165,""35"":0.0059934817,""36"":0.0075487918,""37"":0.0081813736,""38"":0.0072465157,""39"":0.0061720554,""40"":0.0050698421,""41"":0.0039653722,""42"":0.0028718039,""43"":0.0018078393,""44"":0.0008177549,""45"":0.0}}"
1.5,4.5,0,1397.0,"{""0"":{""0"":0.0,""1"":0.1910461187,""2"":0.482383877,""3"":0.7857723832,""4"":1.0731543303,""5"":1.3352739811,""6"":1.5691392422,""7"":1.7739236355,""8"":1.9498852491,""9"":2.0982534885,""10"":2.2266488075,""11"":2.3328418732,""12"":2.4202563763,""13"":2.4820883274,""14"":2.5185549259,""15"":2.5300450325,""16"":2.5171170235,""17"":2.4803478718,""18"":2.4204919338,""19"":2.3385131359,""20"":2.2352545261,""21"":2.1118540764,""22"":1.9692929983,""23"":1.8087528944,""24"":1.6310758591,""25"":1.4372519255,""26"":1.2279223204,""27"":1.0039077997,""28"":0.7669497132,""29"":0.5210829973,""30"":0.2782903314,""31"":0.0732391477,""32"":0.0091763847,""33"":0.0038945402,""34"":0.0045680404,""35"":0.0059727854,""36"":0.007991679,""37"":0.0088656712,""38"":0.0079425164,""39"":0.0068023093,""40"":0.0056015542,""41"":0.0043903585,""42"":0.0031846778,""43"":0.0020048723,""44"":0.0009036963,""45"":0.0}}"
2.5,4.5,0,63.0,"{""0"":{""0"":0.0,""1"":0.1989798844,""2"":0.4984805882,""3"":0.8075410128,""4"":1.0978616476,""5"":1.3605366945,""6"":1.592907548,""7"":1.7946674824,""8"":1.9667420387,""9"":2.1112267971,""10"":2.2371652126,""11"":2.3462893963,""12"":2.4421482086,""13"":2.5129687786,""14"":2.5586824417,""15"":2.579369545,""16"":2.5752923489,""17"":2.546882391,""18"":2.4946682453,""19"":2.4191660881,""20"":2.3210508823,""21"":2.2013010979,""22"":2.0604364872,""23"":1.899587512,""24"":1.719276309,""25"":1.5203583241,""26"":1.3034831285,""27"":1.0693206787,""28"":0.8197250962,""29"":0.5590350628,""30"":0.3000750244,""31"":0.0803897008,""32"":0.0101565598,""33"":0.0039060565,""34"":0.0045749,""35"":0.0059582717,""36"":0.008196461,""37"":0.0092847068,""38"":0.0087414794,""39"":0.0077161943,""40"":0.0064404379,""41"":0.0050709681,""42"":0.0036758217,""43"":0.002302974,""44"":0.0010243111,""45"":0.0}}"
0.5,5.5,0,502.0,"{""0"":{""0"":0.0,""1"":0.1838606894,""2"":0.4676504731,""3"":0.7657179236,""4"":1.0502474308,""5"":1.3118247986,""6"":1.5471420288,""7"":1.7550340891,""8"":1.9352059364,""9"":2.0879912376,""10"":2.2163262367,""11"":2.3191139698,""12"":2.3975419998,""13"":2.4502635002,""14"":2.4775564671,""15"":2.4800829887,""16"":2.4586043358,""17"":2.4140033722,""18"":2.3473033905,""19"":2.2595620155,""20"":2.1520040035,""21"":2.0258450508,""22"":1.8823883533,""23"":1.7228827477,""24"":1.5483763218,""25"":1.3598384857,""26"":1.1580367088,""27"":0.9438738823,""28"":0.7188438773,""29"":0.4868019223,""30"":0.2588141263,""31"":0.0671820119,""32"":0.0076306681,""33"":0.0039014868,""34"":0.0045762165,""35"":0.0059934817,""36"":0.0075487918,""37"":0.0081813736,""38"":0.0072465157,""39"":0.0061720554,""40"":0.0050698421,""41"":0.0039653722,""42"":0.0028718039,""43"":0.0018078393,""44"":0.0008177549,""45"":0.0}}"
1.5,5.5,0,908.0,"{""0"":{""0"":0.0,""1"":0.1910461187,""2"":0.482383877,""3"":0.7857723832,""4"":1.0731543303,""5"":1.3352739811,""6"":1.5691392422,""7"":1.7739236355,""8"":1.9498852491,""9"":2.0982534885,""10"":2.2266488075,""11"":2.3328418732,""12"":2.4202563763,""13"":2.4820883274,""14"":2.5185549259,""15"":2.5300450325,""16"":2.5171170235,""17"":2.4803478718,""18"":2.4204919338,""19"":2.3385131359,""20"":2.2352545261,""21"":2.1118540764,""22"":1.9692929983,""23"":1.8087528944,""24"":1.6310758591,""25"":1.4372519255,""26"":1.2279223204,""27"":1.0039077997,""28"":0.7669497132,""29"":0.5210829973,""30"":0.2782903314,""31"":0.0732391477,""32"":0.0091763847,""33"":0.0038945402,""34"":0.0045680404,""35"":0.0059727854,""36"":0.007991679,""37"":0.0088656712,""38"":0.0079425164,""39"":0.0068023093,""40"":0.0056015542,""41"":0.0043903585,""42"":0.0031846778,""43"":0.0020048723,""44"":0.0009036963,""45"":0.0}}"
2.5,5.5,0,589.0,"{""0"":{""0"":0.0,""1"":0.1989798844,""2"":0.4984805882,""3"":0.8075410128,""4"":1.0978616476,""5"":1.3605366945,""6"":1.592907548,""7"":1.7946674824,""8"":1.9667420387,""9"":2.1112267971,""10"":2.2371652126,""11"":2.3462893963,""12"":2.4421482086,""13"":2.5129687786,""14"":2.5586824417,""15"":2.579369545,""16"":2.5752923489,""17"":2.546882391,""18"":2.4946682453,""19"":2.4191660881,""20"":2.3210508823,""21"":2.2013010979,""22"":2.0604364872,""23"":1.899587512,""24"":1.719276309,""25"":1.5203583241,""26"":1.3034831285,""27"":1.0693206787,""28"":0.8197250962,""29"":0.5590350628,""30"":0.3000750244,""31"":0.0803897008,""32"":0.0101565598,""33"":0.0039060565,""34"":0.0045749,""35"":0.0059582717,""36"":0.008196461,""37"":0.0092847068,""38"":0.0087414794,""39"":0.0077161943,""40"":0.0064404379,""41"":0.0050709681,""42"":0.0036758217,""43"":0.002302974,""44"":0.0010243111,""45"":0.0}}"
3.5,5.5,0,24.0,"{""0"":{""0"":0.0,""1"":0.2073898762,""2"":0.5153710246,""3"":0.8301501274,""4"":1.123333931,""5"":1.3862943649,""6"":1.6168587208,""7"":1.8153691292,""8"":1.9835262299,""9"":2.1244013309,""10"":2.2486972809,""11"":2.3598976135,""12"":2.4635910988,""13"":2.5430572033,""14"":2.5978634357,""15"":2.6278400421,""16"":2.6329431534,""17"":2.6132891178,""18"":2.5691943169,""19"":2.500954628,""20"":2.4090139866,""21"":2.2938346863,""22"":2.1556229591,""23"":1.9953410625,""24"":1.8130453825,""25"":1.6095143557,""26"":1.3851693869,""27"":1.1406089067,""28"":0.8777981997,""29"":0.601211369,""30"":0.3245275915,""31"":0.0889857858,""32"":0.0101017272,""33"":0.0039032146,""34"":0.0045673898,""35"":0.0059407256,""36"":0.0080433646,""37"":0.0097264796,""38"":0.009190484,""39"":0.00804538,""40"":0.0069120945,""41"":0.0055601317,""42"":0.0040800339,""43"":0.002567512,""44"":0.0011473849,""45"":0.0}}"
0.5,6.5,0,54.0,"{""0"":{""0"":0.0,""1"":0.1838606894,""2"":0.4676504731,""3"":0.7657179236,""4"":1.0502474308,""5"":1.3118247986,""6"":1.5471420288,""7"":1.7550340891,""8"":1.9352059364,""9"":2.0879912376,""10"":2.2163262367,""11"":2.3191139698,""12"":2.3975419998,""13"":2.4502635002,""14"":2.4775564671,""15"":2.4800829887,""16"":2.4586043358,""17"":2.4140033722,""18"":2.3473033905,""19"":2.2595620155,""20"":2.1520040035,""21"":2.0258450508,""22"":1.8823883533,""23"":1.7228827477,""24"":1.5483763218,""25"":1.3598384857,""26"":1.1580367088,""27"":0.9438738823,""28"":0.7188438773,""29"":0.4868019223,""30"":0.2588141263,""31"":0.0671820119,""32"":0.0076306681,""33"":0.0039014868,""34"":0.0045762165,""35"":0.0059934817,""36"":0.0075487918,""37"":0.0081813736,""38"":0.0072465157,""39"":0.0061720554,""40"":0.0050698421,""41"":0.0039653722,""42"":0.0028718039,""43"":0.0018078393,""44"":0.0008177549,""45"":0.0}}"
1.5,6.5,0,51.0,"{""0"":{""0"":0.0,""1"":0.1910461187,""2"":0.482383877,""3"":0.7857723832,""4"":1.0731543303,""5"":1.3352739811,""6"":1.5691392422,""7"":1.7739236355,""8"":1.9498852491,""9"":2.0982534885,""10"":2.2266488075,""11"":2.3328418732,""12"":2.4202563763,""13"":2.4820883274,""14"":2.5185549259,""15"":2.5300450325,""16"":2.5171170235,""17"":2.4803478718,""18"":2.4204919338,""19"":2.3385131359,""20"":2.2352545261,""21"":2.1118540764,""22"":1.9692929983,""23"":1.8087528944,""24"":1.6310758591,""25"":1.4372519255,""26"":1.2279223204,""27"":1.0039077997,""28"":0.7669497132,""29"":0.5210829973,""30"":0.2782903314,""31"":0.0732391477,""32"":0.0091763847,""33"":0.0038945402,""34"":0.0045680404,""35"":0.0059727854,""36"":0.007991679,""37"":0.0088656712,""38"":0.0079425164,""39"":0.0068023093,""40"":0.0056015542,""41"":0.0043903585,""42"":0.0031846778,""43"":0.0020048723,""44"":0.0009036963,""45"":0.0}}"
2.5,6.5,0,59.0,"{""0"":{""0"":0.0,""1"":0.1989798844,""2"":0.4984805882,""3"":0.8075410128,""4"":1.0978616476,""5"":1.3605366945,""6"":1.592907548,""7"":1.7946674824,""8"":1.9667420387,""9"":2.1112267971,""10"":2.2371652126,""11"":2.3462893963,""12"":2.4421482086,""13"":2.5129687786,""14"":2.5586824417,""15"":2.579369545,""16"":2.5752923489,""17"":2.546882391,""18"":2.4946682453,""19"":2.4191660881,""20"":2.3210508823,""21"":2.2013010979,""22"":2.0604364872,""23"":1.899587512,""24"":1.719276309,""25"":1.5203583241,""26"":1.3034831285,""27"":1.0693206787,""28"":0.8197250962,""29"":0.5590350628,""30"":0.3000750244,""31"":0.0803897008,""32"":0.0101565598,""33"":0.0039060565,""34"":0.0045749,""35"":0.0059582717,""36"":0.008196461,""37"":0.0092847068,""38"":0.0087414794,""39"":0.0077161943,""40"":0.0064404379,""41"":0.0050709681,""42"":0.0036758217,""43"":0.002302974,""44"":0.0010243111,""45"":0.0}}"
3.5,6.5,0,40.0,"{""0"":{""0"":0.0,""1"":0.2073898762,""2"":0.5153710246,""3"":0.8301501274,""4"":1.123333931,""5"":1.3862943649,""6"":1.6168587208,""7"":1.8153691292,""8"":1.9835262299,""9"":2.1244013309,""10"":2.2486972809,""11"":2.3598976135,""12"":2.4635910988,""13"":2.5430572033,""14"":2.5978634357,""15"":2.6278400421,""16"":2.6329431534,""17"":2.6132891178,""18"":2.5691943169,""19"":2.500954628,""20"":2.4090139866,""21"":2.2938346863,""22"":2.1556229591,""23"":1.9953410625,""24"":1.8130453825,""25"":1.6095143557,""26"":1.3851693869,""27"":1.1406089067,""28"":0.8777981997,""29"":0.601211369,""30"":0.3245275915,""31"":0.0889857858,""32"":0.0101017272,""33"":0.0039032146,""34"":0.0045673898,""35"":0.0059407256,""36"":0.0080433646,""37"":0.0097264796,""38"":0.009190484,""39"":0.00804538,""40"":0.0069120945,""41"":0.0055601317,""42"":0.0040800339,""43"":0.002567512,""44"":0.0011473849,""45"":0.0}}"
0.5,7.5,0,7.0,"{""0"":{""0"":0.0,""1"":0.1838606894,""2"":0.4676504731,""3"":0.7657179236,""4"":1.0502474308,""5"":1.3118247986,""6"":1.5471420288,""7"":1.7550340891,""8"":1.9352059364,""9"":2.0879912376,""10"":2.2163262367,""11"":2.3191139698,""12"":2.3975419998,""13"":2.4502635002,""14"":2.4775564671,""15"":2.4800829887,""16"":2.4586043358,""17"":2.4140033722,""18"":2.3473033905,""19"":2.2595620155,""20"":2.1520040035,""21"":2.0258450508,""22"":1.8823883533,""23"":1.7228827477,""24"":1.5483763218,""25"":1.3598384857,""26"":1.1580367088,""27"":0.9438738823,""28"":0.7188438773,""29"":0.4868019223,""30"":0.2588141263,""31"":0.0671820119,""32"":0.0076306681,""33"":0.0039014868,""34"":0.0045762165,""35"":0.0059934817,""36"":0.0075487918,""37"":0.0081813736,""38"":0.0072465157,""39"":0.0061720554,""40"":0.0050698421,""41"":0.0039653722,""42"":0.0028718039,""43"":0.0018078393,""44"":0.0008177549,""45"":0.0}}"
1.5,7.5,0,2.0,"{""0"":{""0"":0.0,""1"":0.1910461187,""2"":0.482383877,""3"":0.7857723832,""4"":1.0731543303,""5"":1.3352739811,""6"":1.5691392422,""7"":1.7739236355,""8"":1.9498852491,""9"":2.0982534885,""10"":2.2266488075,""11"":2.3328418732,""12"":2.4202563763,""13"":2.4820883274,""14"":2.5185549259,""15"":2.5300450325,""16"":2.5171170235,""17"":2.4803478718,""18"":2.4204919338,""19"":2.3385131359,""20"":2.2352545261,""21"":2.1118540764,""22"":1.9692929983,""23"":1.8087528944,""24"":1.6310758591,""25"":1.4372519255,""26"":1.2279223204,""27"":1.0039077997,""28"":0.7669497132,""29"":0.5210829973,""30"":0.2782903314,""31"":0.0732391477,""32"":0.0091763847,""33"":0.0038945402,""34"":0.0045680404,""35"":0.0059727854,""36"":0.007991679,""37"":0.0088656712,""38"":0.0079425164,""39"":0.0068023093,""40"":0.0056015542,""41"":0.0043903585,""42"":0.0031846778,""43"":0.0020048723,""44"":0.0009036963,""45"":0.0}}"
