,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,2.8290292172940886e-05,0.0004142052965900153,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,5.395071993998791e-06,6.631142877150185e-06,8.271868191873791e-06,0.0,0.0,0.0
8,0.0,0.0,0.0,3.3374991338745128e-06,4.008413021687435e-06,3.4221430238910796e-06,3.3838558562951146e-06,3.3720375559522747e-06,0.0,0.0
9,0.0,0.0,3.7837063985167155e-06,2.7886074634957772e-06,3.0050169343526065e-06,2.3096094648670144e-06,2.2056823532480444e-06,2.061349295016462e-06,0.0,0.0
