,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.00010423418309926075,3.2515740952828454e-05,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0020230636725857053,0.0020230378599805157,3.755047896847954e-05,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0008679427560412508,0.0060050889195047375,0.00011553439764725274,1.2343776247345052e-05,2.090441749117432e-06,0.0,0.0,0.0
