,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,3.780133267042326e-06,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,3.7038440039485254e-06,3.7017532894786123e-06,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,4.2003177581795656e-06,3.688747744146865e-06,3.6040545230195358e-06,0.0,0.0,0.0,0.0
9,0.0,0.0,2.8272451464384686e-06,4.243613669707767e-06,3.833825589219305e-06,3.423998088306143e-06,3.5258655998546e-06,0.0,0.0,0.0
