,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,1.9482348055062604e-06,2.434008166747055e-06,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,2.245600432474825e-06,1.938061264279239e-06,2.268270512024584e-06,0.0,0.0,0.0,0.0
9,0.0,0.0,2.80057503272675e-06,2.245399717640903e-06,1.9230435612923754e-06,1.9377155466238423e-06,2.0250752857555317e-06,0.0,0.0,0.0
