,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,2.7430016249788827e-06,3.0509080518536986e-06,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,2.678836517365565e-06,2.470410357611366e-06,2.4993874277071827e-06,0.0,0.0,0.0
8,0.0,0.0,0.0,2.486113802101024e-06,2.6780194206104488e-06,2.062165555267141e-06,2.0572076339700687e-06,2.088663703304103e-06,0.0,0.0
9,0.0,0.0,3.610577832910722e-06,2.6020080729386238e-06,2.585122822844252e-06,1.9449969712814163e-06,1.874643284204555e-06,1.7582272711581674e-06,0.0,0.0
